audio_filename,start_time,end_time,duration,phoneme,previous_phoneme,next_phoneme,speaker_id,overlap,comp,ipa_phoneme
fn001155_sentence-14.wav,3.627,3.677,0.05,v,o,@,N00583_female_60,False,o,v
fn001155_sentence-14.wav,2.581,2.631,0.05,h,@,E+,N00583_female_60,False,o,h
fn001155_sentence-14.wav,4.615,4.656,0.041,n,E,s,N00583_female_60,False,o,n
fn001155_sentence-14.wav,5.432,5.473,0.041,@,G,d,N00583_female_60,False,o,ə
fn001155_sentence-14.wav,3.035,3.076,0.041,I,d,N,N00583_female_60,False,o,ɪ
fn001155_sentence-15.wav,0.141,0.191,0.05,E,w,r,N00583_female_60,False,o,ɛ
fn001155_sentence-15.wav,3.062,3.123,0.061,@,r,s,N00583_female_60,False,o,ə
fn001155_sentence-15.wav,2.763,2.813,0.05,@,t,l,N00583_female_60,False,o,ə
fn001155_sentence-15.wav,4.479,4.52,0.041,E,m,t,N00583_female_60,False,o,ɛ
fn001155_sentence-15.wav,3.001,3.062,0.061,r,e,@,N00583_female_60,False,o,r
fn001155_sentence-15.wav,1.311,1.351,0.04,O,w,r,N00583_female_60,False,o,ɔ
fn001155_sentence-15.wav,3.943,3.993,0.05,b,@,@,N00583_female_60,False,o,b
fn001155_sentence-15.wav,0.09,0.141,0.051,w,r,E,N00583_female_60,False,o,ʋ
fn001155_sentence-15.wav,4.424,4.479,0.055,m,t,E,N00583_female_60,False,o,m
fn001155_sentence-15.wav,1.23,1.27,0.04,@,x,w,N00583_female_60,False,o,ə
fn001155_sentence-15.wav,1.27,1.311,0.041,w,@,O,N00583_female_60,False,o,ʋ
fn001155_sentence-15.wav,0.786,0.837,0.051,l,O,k,N00583_female_60,False,o,l
fn001155_sentence-15.wav,3.993,4.034,0.041,@,b,s,N00583_female_60,False,o,ə
fn001155_sentence-15.wav,0.06,0.09,0.03,r,E,w,N00583_female_60,False,o,r
fn001155_sentence-15.wav,2.218,2.258,0.04,n,E+,e,N00583_female_60,False,o,n
fn001155_sentence-15.wav,0.907,0.957,0.05,@,k,O,N00583_female_60,False,o,ə
fn001155_sentence-15.wav,2.41,2.45,0.04,@,l,G,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,2.261,2.312,0.051,n,A,z,N00583_female_60,False,o,n
fn001155_sentence-16.wav,1.93,1.981,0.051,o,p,r,N00583_female_60,False,o,oː
fn001155_sentence-16.wav,0.32,0.351,0.031,O,f,r,N00583_female_60,False,o,ɔ
fn001155_sentence-16.wav,4.792,4.843,0.051,A,k,r,N00583_female_60,False,o,ɑ
fn001155_sentence-16.wav,6.146,6.196,0.05,d,E+,@,N00583_female_60,False,o,d
fn001155_sentence-16.wav,2.143,2.2,0.057,v,@,A,N00583_female_60,False,o,v
fn001155_sentence-16.wav,3.145,3.196,0.051,E,m,t,N00583_female_60,False,o,ɛ
fn001155_sentence-16.wav,1.708,1.758,0.05,@,l,s,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,5.712,5.752,0.04,@,t,v,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,5.843,5.893,0.05,r,@,w,N00583_female_60,False,o,r
fn001155_sentence-16.wav,2.83,2.881,0.051,I,d,N,N00583_female_60,False,o,ɪ
fn001155_sentence-16.wav,2.799,2.83,0.031,d,n,I,N00583_female_60,False,o,d
fn001155_sentence-17.wav,3.306,3.356,0.05,@,s,l,N00583_female_60,False,o,ə
fn001155_sentence-17.wav,0.859,0.89,0.031,r,E,t,N00583_female_60,False,o,r
fn001155_sentence-17.wav,2.093,2.133,0.04,r,o,d,N00583_female_60,False,o,r
fn001155_sentence-17.wav,2.841,2.891,0.05,r,A,m,N00583_female_60,False,o,r
fn001155_sentence-17.wav,0.95,1.001,0.051,O,t,p,N00583_female_60,False,o,ɔ
fn001155_sentence-17.wav,0.565,0.605,0.04,d,n,A,N00583_female_60,False,o,d
fn001155_sentence-17.wav,2.163,2.214,0.051,@,d,w,N00583_female_60,False,o,ə
fn001155_sentence-17.wav,0.118,0.159,0.041,r,a,z,N00583_female_60,False,o,r
fn001155_sentence-17.wav,1.062,1.123,0.061,n,p,i,N00583_female_60,False,o,n
fn001155_sentence-17.wav,2.497,2.537,0.04,r,@,@,N00583_female_60,False,o,r
fn001155_sentence-17.wav,1.001,1.062,0.061,p,O,n,N00583_female_60,False,o,p
fn001155_sentence-17.wav,0.077,0.118,0.041,a,m,r,N00583_female_60,False,o,aː
fn001155_sentence-17.wav,1.722,1.783,0.061,@,k,d,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,1.551,1.592,0.041,@,E,b,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,2.288,2.329,0.041,O,l,s,N00583_female_60,False,o,ɔ
fn001155_sentence-18.wav,0.37,0.42,0.05,n,O,E,N00583_female_60,False,o,n
fn001155_sentence-18.wav,1.592,1.642,0.05,b,@,@,N00583_female_60,False,o,b
fn001155_sentence-18.wav,0.42,0.451,0.031,E,n,r,N00583_female_60,False,o,ɛ
fn001155_sentence-18.wav,0.198,0.239,0.041,@,b,G,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,1.804,1.854,0.05,l,u,I,N00583_female_60,False,o,l
fn001155_sentence-18.wav,0.703,0.764,0.061,@,t,t,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,2.581,2.642,0.061,r,@,Y,N00583_female_60,False,o,r
fn001155_sentence-18.wav,2.006,2.056,0.05,m,O,z,N00583_female_60,False,o,m
fn001155_sentence-18.wav,2.803,2.854,0.051,@,k,EOS,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,0.612,0.653,0.041,n,a,t,N00583_female_60,False,o,n
fn001155_sentence-18.wav,1.854,1.895,0.041,I,l,N,N00583_female_60,False,o,ɪ
fn001155_sentence-19.wav,4.101,4.152,0.051,r,s,Y,N00583_female_60,False,o,r
fn001155_sentence-19.wav,2.792,2.843,0.051,A,v,n,N00583_female_60,False,o,ɑ
fn001155_sentence-19.wav,0.067,0.108,0.041,l,A,s,N00583_female_60,False,o,l
fn001155_sentence-19.wav,2.321,2.382,0.061,d,@,i,N00583_female_60,False,o,d
fn001155_sentence-19.wav,2.843,2.894,0.051,n,A,d,N00583_female_60,False,o,n
fn001155_sentence-19.wav,2.159,2.2,0.041,n,I,d,N00583_female_60,False,o,n
fn001155_sentence-2.wav,0.077,0.108,0.031,r,E,w,N00583_female_60,False,o,r
fn001155_sentence-2.wav,5.688,5.739,0.051,l,A,@,N00583_female_60,False,o,l
fn001155_sentence-2.wav,4.942,5.003,0.061,N,O,G,N00583_female_60,False,o,ŋ
fn001155_sentence-2.wav,0.514,0.564,0.05,o,d,r,N00583_female_60,False,o,oː
fn001155_sentence-2.wav,1.701,1.751,0.05,a,n,r,N00583_female_60,False,o,aː
fn001155_sentence-2.wav,5.849,5.89,0.041,a,m,l,N00583_female_60,False,o,aː
fn001155_sentence-2.wav,0.108,0.148,0.04,w,r,E+,N00583_female_60,False,o,ʋ
fn001155_sentence-2.wav,0.919,0.96,0.041,a,r,k,N00583_female_60,False,o,aː
fn001155_sentence-2.wav,2.305,2.346,0.041,a,t,I,N00583_female_60,False,o,aː
fn001155_sentence-2.wav,3.894,3.944,0.05,E,h,m,N00583_female_60,False,o,ɛ
fn001155_sentence-2.wav,2.61,2.661,0.051,r,O,t,N00583_female_60,False,o,r
fn001155_sentence-2.wav,5.104,5.154,0.05,@,G,r,N00583_female_60,False,o,ə
fn001155_sentence-2.wav,1.751,1.792,0.041,r,a,b,N00583_female_60,False,o,r
fn001155_sentence-20.wav,5.489,5.53,0.041,@,d,k,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,2.544,2.585,0.041,d,r,@,N00583_female_60,False,o,d
fn001155_sentence-20.wav,3.544,3.594,0.05,a,m,r,N00583_female_60,False,o,aː
fn001155_sentence-20.wav,4.17,4.22,0.05,r,@,n,N00583_female_60,False,o,r
fn001155_sentence-20.wav,1.609,1.659,0.05,r,e,m,N00583_female_60,False,o,r
fn001155_sentence-20.wav,5.213,5.254,0.041,@,d,n,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,7.844,7.894,0.05,h,x,E+,N00583_female_60,False,o,h
fn001155_sentence-20.wav,2.464,2.514,0.05,@,d,r,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,5.448,5.489,0.041,d,a,@,N00583_female_60,False,o,d
fn001155_sentence-20.wav,2.373,2.423,0.05,n,I,d,N00583_female_60,False,o,n
fn001155_sentence-20.wav,8.785,8.826,0.041,@,G,d,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,1.932,1.983,0.051,@,k,r,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,5.592,5.643,0.051,r,k,e,N00583_female_60,False,o,r
fn001155_sentence-20.wav,0.344,0.385,0.041,@,d,h,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,2.221,2.282,0.061,h,r,I,N00583_female_60,False,o,h
fn001155_sentence-20.wav,2.645,2.696,0.051,d,@,A,N00583_female_60,False,o,d
fn001155_sentence-20.wav,1.983,2.033,0.05,r,@,v,N00583_female_60,False,o,r
fn001155_sentence-20.wav,2.171,2.221,0.05,r,@,h,N00583_female_60,False,o,r
fn001155_sentence-20.wav,8.856,8.897,0.041,@,d,x,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,2.13,2.171,0.041,@,v,r,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,8.127,8.168,0.041,@,E,j,N00583_female_60,False,o,ə
fn001155_sentence-21.wav,2.078,2.119,0.041,@,t,E,N00583_female_60,False,o,ə
fn001155_sentence-21.wav,1.907,1.957,0.05,m,A,p,N00583_female_60,False,o,m
fn001155_sentence-21.wav,0.582,0.633,0.051,E,E+,r,N00583_female_60,False,o,ɛ
fn001155_sentence-21.wav,0.633,0.683,0.05,r,E,O,N00583_female_60,False,o,r
fn001155_sentence-22.wav,3.422,3.483,0.061,G,N,@,N00583_female_60,False,o,ɣ
fn001155_sentence-22.wav,2.319,2.35,0.031,d,e,I,N00583_female_60,False,o,d
fn001155_sentence-22.wav,1.783,1.844,0.061,r,a,O,N00583_female_60,False,o,r
fn001155_sentence-22.wav,3.361,3.422,0.061,N,a,G,N00583_female_60,False,o,ŋ
fn001155_sentence-22.wav,0.2,0.23,0.03,h,t,E+,N00583_female_60,False,o,h
fn001155_sentence-23.wav,0.265,0.316,0.051,l,e,@,N00583_female_60,False,o,l
fn001155_sentence-23.wav,1.12,1.15,0.03,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-24.wav,8.801,8.862,0.061,w,E+,A,N00583_female_60,False,o,ʋ
fn001155_sentence-24.wav,6.05,6.1,0.05,r,p,A,N00583_female_60,False,o,r
fn001155_sentence-24.wav,1.242,1.293,0.051,E,E+,s,N00583_female_60,False,o,ɛ
fn001155_sentence-24.wav,0.117,0.148,0.031,r,E,w,N00583_female_60,False,o,r
fn001155_sentence-24.wav,2.301,2.351,0.05,d,r,@,N00583_female_60,False,o,d
fn001155_sentence-24.wav,0.077,0.117,0.04,E,t,r,N00583_female_60,False,o,ɛ
fn001155_sentence-24.wav,1.121,1.181,0.06,b,@,E+,N00583_female_60,False,o,b
fn001155_sentence-24.wav,0.969,1.019,0.05,l,i,d,N00583_female_60,False,o,l
fn001155_sentence-24.wav,3.903,3.954,0.051,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-24.wav,2.26,2.301,0.041,r,e,d,N00583_female_60,False,o,r
fn001155_sentence-24.wav,0.148,0.188,0.04,w,r,E+,N00583_female_60,False,o,ʋ
fn001155_sentence-25.wav,1.873,1.923,0.05,r,A,t,N00583_female_60,False,o,r
fn001155_sentence-25.wav,5.604,5.664,0.06,d,@,A,N00583_female_60,False,o,d
fn001155_sentence-25.wav,5.775,5.805,0.03,h,t,E+,N00583_female_60,False,o,h
fn001155_sentence-25.wav,1.298,1.338,0.04,h,t,E+,N00583_female_60,False,o,h
fn001155_sentence-25.wav,7.147,7.198,0.051,r,a,v,N00583_female_60,False,o,r
fn001155_sentence-25.wav,2.085,2.135,0.05,E,m,n,N00583_female_60,False,o,ɛ
fn001155_sentence-25.wav,2.297,2.337,0.04,w,A+,a,N00583_female_60,False,o,ʋ
fn001155_sentence-25.wav,5.321,5.382,0.061,l,k,e,N00583_female_60,False,o,l
fn001155_sentence-25.wav,0.097,0.127,0.03,h,E+,A,N00583_female_60,False,o,h
fn001155_sentence-26.wav,4.382,4.443,0.061,v,x,A,N00583_female_60,False,o,v
fn001155_sentence-26.wav,3.284,3.335,0.051,d,@,i,N00583_female_60,False,o,d
fn001155_sentence-26.wav,5.019,5.059,0.04,r,@,@,N00583_female_60,False,o,r
fn001155_sentence-26.wav,2.334,2.375,0.041,l,A,s,N00583_female_60,False,o,l
fn001155_sentence-28.wav,1.403,1.463,0.06,N,I,v,N00583_female_60,False,o,ŋ
fn001155_sentence-28.wav,3.893,3.943,0.05,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-28.wav,1.814,1.864,0.05,w,y,i,N00583_female_60,False,o,ʋ
fn001155_sentence-28.wav,2.391,2.442,0.051,Y,l,x,N00583_female_60,False,o,ʉ
fn001155_sentence-28.wav,0.616,0.656,0.04,d,r,@,N00583_female_60,False,o,d
fn001155_sentence-28.wav,1.13,1.171,0.041,r,@,I,N00583_female_60,False,o,r
fn001155_sentence-28.wav,4.306,4.346,0.04,Y,r,k,N00583_female_60,False,o,ʉ
fn001155_sentence-28.wav,0.162,0.222,0.06,u,t,n,N00583_female_60,False,o,uː
fn001155_sentence-28.wav,5.384,5.434,0.05,w,@,o,N00583_female_60,False,o,ʋ
fn001155_sentence-28.wav,1.702,1.753,0.051,r,@,y,N00583_female_60,False,o,r
fn001155_sentence-28.wav,4.487,4.538,0.051,E,w,k,N00583_female_60,False,o,ɛ
fn001155_sentence-28.wav,2.341,2.391,0.05,l,@,Y,N00583_female_60,False,o,l
fn001155_sentence-28.wav,0.929,0.969,0.04,I,p,n,N00583_female_60,False,o,ɪ
fn001155_sentence-28.wav,2.249,2.29,0.041,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-28.wav,1.352,1.403,0.051,I,t,N,N00583_female_60,False,o,ɪ
fn001155_sentence-28.wav,3.973,4.024,0.051,r,@,I,N00583_female_60,False,o,r
fn001155_sentence-28.wav,3.661,3.721,0.06,r,E,m,N00583_female_60,False,o,r
fn001155_sentence-29.wav,2.346,2.386,0.04,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-29.wav,5.937,5.977,0.04,d,i,@,N00583_female_60,False,o,d
fn001155_sentence-29.wav,1.992,2.032,0.04,r,@,l,N00583_female_60,False,o,r
fn001155_sentence-29.wav,5.314,5.364,0.05,r,e,t,N00583_female_60,False,o,r
fn001155_sentence-29.wav,4.513,4.564,0.051,w,i,A,N00583_female_60,False,o,ʋ
fn001155_sentence-29.wav,5.836,5.876,0.04,d,n,i,N00583_female_60,False,o,d
fn001155_sentence-29.wav,7.462,7.513,0.051,r,a,@,N00583_female_60,False,o,r
fn001155_sentence-29.wav,0.335,0.365,0.03,w,A+,h,N00583_female_60,False,o,ʋ
fn001155_sentence-29.wav,2.77,2.821,0.051,l,v,i,N00583_female_60,False,o,l
fn001155_sentence-3.wav,1.008,1.059,0.051,d,@,r,N00583_female_60,False,o,d
fn001155_sentence-3.wav,3.392,3.443,0.051,l,2,v,N00583_female_60,False,o,l
fn001155_sentence-3.wav,1.423,1.474,0.051,l,v,A,N00583_female_60,False,o,l
fn001155_sentence-3.wav,1.241,1.292,0.051,d,G,@,N00583_female_60,False,o,d
fn001155_sentence-3.wav,2.173,2.213,0.04,d,E+,@,N00583_female_60,False,o,d
fn001155_sentence-3.wav,2.041,2.102,0.061,h,@,E+,N00583_female_60,False,o,h
fn001155_sentence-30.wav,6.291,6.341,0.05,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-30.wav,6.866,6.907,0.041,l,u,w,N00583_female_60,False,o,l
fn001155_sentence-30.wav,0.382,0.443,0.061,d,l,i,N00583_female_60,False,o,d
fn001155_sentence-31.wav,0.808,0.849,0.041,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-31.wav,3.019,3.059,0.04,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-31.wav,4.162,4.213,0.051,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-32.wav,0.442,0.492,0.05,w,@,E,N00583_female_60,False,o,ʋ
fn001155_sentence-32.wav,0.127,0.168,0.041,w,E+,A,N00583_female_60,False,o,ʋ
fn001155_sentence-32.wav,2.364,2.414,0.05,l,p,A,N00583_female_60,False,o,l
fn001155_sentence-33.wav,8.401,8.452,0.051,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-33.wav,3.321,3.382,0.061,Y,l,x,N00583_female_60,False,o,ʉ
fn001155_sentence-33.wav,3.27,3.321,0.051,l,@,Y,N00583_female_60,False,o,l
fn001155_sentence-33.wav,5.961,6.021,0.06,Y,n,m,N00583_female_60,False,o,ʉ
fn001155_sentence-33.wav,1.823,1.883,0.06,l,E,t,N00583_female_60,False,o,l
fn001155_sentence-34.wav,0.424,0.474,0.05,l,E,v,N00583_female_60,False,o,l
fn001155_sentence-36.wav,1.87,1.92,0.05,Y,l,m,N00583_female_60,False,o,ʉ
fn001155_sentence-36.wav,1.263,1.313,0.05,l,k,O,N00583_female_60,False,o,l
fn001155_sentence-37.wav,3.391,3.431,0.04,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-37.wav,0.727,0.768,0.041,d,j,@,N00583_female_60,False,o,d
fn001155_sentence-37.wav,2.232,2.282,0.05,l,e,i,N00583_female_60,False,o,l
fn001155_sentence-38.wav,1.154,1.195,0.041,N,I,n,N00583_female_60,False,o,ŋ
fn001155_sentence-4.wav,0.729,0.77,0.041,w,A+,k,N00583_female_60,False,o,ʋ
fn001155_sentence-40.wav,7.284,7.344,0.06,d,r,b,N00583_female_60,False,o,d
fn001155_sentence-40.wav,4.267,4.317,0.05,w,r,A,N00583_female_60,False,o,ʋ
fn001155_sentence-40.wav,0.652,0.692,0.04,l,E,n,N00583_female_60,False,o,l
fn001155_sentence-40.wav,5.997,6.038,0.041,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-40.wav,8.937,8.977,0.04,l,@,t,N00583_female_60,False,o,l
fn001155_sentence-41.wav,1.101,1.162,0.061,b,t,@,N00583_female_60,False,o,b
fn001155_sentence-41.wav,1.808,1.859,0.051,j,n,@,N00583_female_60,False,o,j
fn001155_sentence-42.wav,0.163,0.214,0.051,l,A,@,N00583_female_60,False,o,l
fn001155_sentence-5.wav,5.209,5.26,0.051,b,n,@,N00583_female_60,False,o,b
fn001155_sentence-5.wav,3.426,3.467,0.041,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-5.wav,0.091,0.142,0.051,l,E,k,N00583_female_60,False,o,l
fn001158_sentence-0.wav,2.683,2.734,0.051,d,@,I,N00583_female_60,False,o,d
fn001158_sentence-0.wav,2.886,2.936,0.05,b,t,E+,N00583_female_60,False,o,b
fn001158_sentence-0.wav,0.98,1.01,0.03,l,A,s,N00583_female_60,False,o,l
fn001158_sentence-1.wav,1.281,1.342,0.061,l,I,t,N00583_female_60,False,o,l
fn001158_sentence-1.wav,0.315,0.356,0.041,l,A,s,N00583_female_60,False,o,l
fn001158_sentence-1.wav,0.447,0.488,0.041,j,s,@,N00583_female_60,False,o,j
fn001158_sentence-1.wav,0.823,0.874,0.051,b,r,I,N00583_female_60,False,o,b
fn001158_sentence-101.wav,0.64,0.68,0.04,l,@,I,N00583_female_60,False,o,l
fn001158_sentence-101.wav,0.173,0.214,0.041,w,@,e,N00583_female_60,False,o,ʋ
fn001158_sentence-101.wav,0.721,0.782,0.061,N,I,v,N00583_female_60,False,o,ŋ
fn001158_sentence-104.wav,1.347,1.388,0.041,d,a,@,N00583_female_60,False,o,d
fn001158_sentence-105.wav,1.501,1.552,0.051,l,r,e,N00583_female_60,False,o,l
