audio_filename,start_time,end_time,duration,phoneme,previous_phoneme,next_phoneme,speaker_id,overlap,comp,ipa_phoneme
fn001155_sentence-11.wav,3.393,3.454,0.061,O,l,s,N00583_female_60,False,o,ɔ
fn001155_sentence-11.wav,0.314,0.374,0.06,O,f,r,N00583_female_60,False,o,ɔ
fn001155_sentence-11.wav,1.133,1.194,0.061,z,@,I,N00583_female_60,False,o,z
fn001155_sentence-11.wav,5.292,5.353,0.061,t,n,f,N00583_female_60,False,o,t
fn001155_sentence-11.wav,5.747,5.807,0.06,t,s,E+,N00583_female_60,False,o,t
fn001155_sentence-11.wav,4.414,4.475,0.061,m,@,a,N00583_female_60,False,o,m
fn001155_sentence-11.wav,6.473,6.534,0.061,@,r,EOS,N00583_female_60,False,o,ə
fn001155_sentence-11.wav,3.979,4.04,0.061,@,k,m,N00583_female_60,False,o,ə
fn001155_sentence-11.wav,5.222,5.292,0.07,n,A,t,N00583_female_60,False,o,n
fn001155_sentence-11.wav,1.406,1.477,0.071,i,n,@,N00583_female_60,False,o,iː
fn001155_sentence-12.wav,0.319,0.38,0.061,@,i,x,N00583_female_60,False,o,ə
fn001155_sentence-12.wav,1.734,1.785,0.051,d,A+,@,N00583_female_60,False,o,d
fn001155_sentence-12.wav,0.582,0.653,0.071,n,s,e,N00583_female_60,False,o,n
fn001155_sentence-12.wav,0.794,0.845,0.051,@,d,j,N00583_female_60,False,o,ə
fn001155_sentence-12.wav,1.199,1.249,0.05,A,f,n,N00583_female_60,False,o,ɑ
fn001155_sentence-12.wav,1.3,1.36,0.06,z,n,E+,N00583_female_60,False,o,z
fn001155_sentence-12.wav,1.926,1.997,0.071,x,s,l,N00583_female_60,False,o,x
fn001155_sentence-12.wav,1.997,2.058,0.061,l,x,E+,N00583_female_60,False,o,l
fn001155_sentence-12.wav,0.127,0.198,0.071,l,E+,i,N00583_female_60,False,o,l
fn001155_sentence-12.wav,2.27,2.331,0.061,@,d,EOS,N00583_female_60,False,o,ə
fn001155_sentence-12.wav,2.209,2.27,0.061,d,E+,@,N00583_female_60,False,o,d
fn001155_sentence-12.wav,0.076,0.127,0.051,E+,h,l,N00583_female_60,False,o,ɛi
fn001155_sentence-12.wav,1.36,1.411,0.051,E+,z,n,N00583_female_60,False,o,ɛi
fn001155_sentence-12.wav,0.946,1.016,0.07,A,j,s,N00583_female_60,False,o,ɑ
fn001155_sentence-13.wav,0.395,0.445,0.05,E,h,m,N00583_female_60,False,o,ɛ
fn001155_sentence-13.wav,1.708,1.779,0.071,k,@,r,N00583_female_60,False,o,k
fn001155_sentence-13.wav,1.486,1.547,0.061,b,@,E+,N00583_female_60,False,o,b
fn001155_sentence-13.wav,1.658,1.708,0.05,@,d,k,N00583_female_60,False,o,ə
fn001155_sentence-13.wav,0.759,0.819,0.06,w,E,e,N00583_female_60,False,o,ʋ
fn001155_sentence-13.wav,1.547,1.607,0.06,E+,b,d,N00583_female_60,False,o,ɛi
fn001155_sentence-13.wav,1.436,1.486,0.05,@,t,b,N00583_female_60,False,o,ə
fn001155_sentence-13.wav,0.0,0.051,0.051,E,SOS,n,N00583_female_60,False,o,ɛ
fn001155_sentence-13.wav,1.365,1.436,0.071,t,s,@,N00583_female_60,False,o,t
fn001155_sentence-13.wav,0.566,0.627,0.061,E,m,w,N00583_female_60,False,o,ɛ
fn001155_sentence-13.wav,1.85,1.921,0.071,a,r,x,N00583_female_60,False,o,aː
fn001155_sentence-13.wav,0.283,0.364,0.081,p,e,h,N00583_female_60,False,o,p
fn001155_sentence-14.wav,2.631,2.692,0.061,E+,h,@,N00583_female_60,False,o,ɛi
fn001155_sentence-14.wav,2.854,2.914,0.06,l,k,e,N00583_female_60,False,o,l
fn001155_sentence-14.wav,3.197,3.247,0.05,t,s,Y,N00583_female_60,False,o,t
fn001155_sentence-14.wav,3.076,3.136,0.06,N,I,s,N00583_female_60,False,o,ŋ
fn001155_sentence-14.wav,2.409,2.47,0.061,l,I,d,N00583_female_60,False,o,l
fn001155_sentence-14.wav,1.975,2.036,0.061,r,e,t,N00583_female_60,False,o,r
fn001155_sentence-14.wav,2.288,2.349,0.061,t,r,I,N00583_female_60,False,o,t
fn001155_sentence-14.wav,3.808,3.869,0.061,E+,z,n,N00583_female_60,False,o,ɛi
fn001155_sentence-14.wav,3.869,3.94,0.071,n,E+,h,N00583_female_60,False,o,n
fn001155_sentence-14.wav,5.362,5.432,0.07,G,e,@,N00583_female_60,False,o,ɣ
fn001155_sentence-14.wav,2.349,2.409,0.06,I,t,l,N00583_female_60,False,o,ɪ
fn001155_sentence-14.wav,0.957,1.018,0.061,r,i,v,N00583_female_60,False,o,r
fn001155_sentence-14.wav,1.43,1.5,0.07,v,r,E+,N00583_female_60,False,o,v
fn001155_sentence-14.wav,0.0,0.061,0.061,d,SOS,r,N00583_female_60,False,o,d
fn001155_sentence-14.wav,5.725,5.795,0.07,n,O,t,N00583_female_60,False,o,n
fn001155_sentence-14.wav,2.47,2.53,0.06,d,l,@,N00583_female_60,False,o,d
fn001155_sentence-14.wav,3.94,4.0,0.06,h,n,o,N00583_female_60,False,o,h
fn001155_sentence-14.wav,4.938,4.988,0.05,E,x,r,N00583_female_60,False,o,ɛ
fn001155_sentence-14.wav,4.726,4.787,0.061,l,s,u,N00583_female_60,False,o,l
fn001155_sentence-15.wav,0.0,0.06,0.06,E,SOS,r,N00583_female_60,False,o,ɛ
fn001155_sentence-15.wav,0.252,0.312,0.06,@,d,s,N00583_female_60,False,o,ə
fn001155_sentence-15.wav,1.603,1.684,0.081,@,p,E,N00583_female_60,False,o,ə
fn001155_sentence-15.wav,3.771,3.842,0.071,k,a,t,N00583_female_60,False,o,k
fn001155_sentence-15.wav,1.986,2.057,0.071,E,@,n,N00583_female_60,False,o,ɛ
fn001155_sentence-15.wav,0.484,0.554,0.07,O,t,f,N00583_female_60,False,o,ɔ
fn001155_sentence-15.wav,2.571,2.631,0.06,A,G,n,N00583_female_60,False,o,ɑ
fn001155_sentence-15.wav,2.359,2.41,0.051,l,e,@,N00583_female_60,False,o,l
fn001155_sentence-15.wav,2.057,2.107,0.05,n,E,z,N00583_female_60,False,o,n
fn001155_sentence-15.wav,0.726,0.786,0.06,O,w,l,N00583_female_60,False,o,ɔ
fn001155_sentence-15.wav,2.631,2.702,0.071,n,A,t,N00583_female_60,False,o,n
fn001155_sentence-15.wav,2.107,2.168,0.061,z,n,E+,N00583_female_60,False,o,z
fn001155_sentence-16.wav,6.318,6.378,0.06,@,r,EOS,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,5.752,5.813,0.061,v,@,@,N00583_female_60,False,o,v
fn001155_sentence-16.wav,4.029,4.096,0.067,n,n,i,N00583_female_60,False,o,n
fn001155_sentence-16.wav,2.505,2.566,0.061,@,v,r,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,0.968,1.029,0.061,@,v,r,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,1.981,2.052,0.071,r,o,@,N00583_female_60,False,o,r
fn001155_sentence-16.wav,2.454,2.505,0.051,v,n,@,N00583_female_60,False,o,v
fn001155_sentence-16.wav,5.196,5.247,0.051,i,t,j,N00583_female_60,False,o,iː
fn001155_sentence-16.wav,3.236,3.297,0.061,@,t,t,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,6.196,6.257,0.061,@,d,r,N00583_female_60,False,o,ə
fn001155_sentence-16.wav,4.166,4.227,0.061,k,i,o,N00583_female_60,False,o,k
fn001155_sentence-16.wav,2.312,2.373,0.061,z,n,E+,N00583_female_60,False,o,z
fn001155_sentence-16.wav,3.633,3.694,0.061,m,i,v,N00583_female_60,False,o,m
fn001155_sentence-16.wav,1.647,1.708,0.061,l,A,@,N00583_female_60,False,o,l
fn001155_sentence-16.wav,3.358,3.419,0.061,r,t,e,N00583_female_60,False,o,r
fn001155_sentence-16.wav,6.257,6.318,0.061,r,@,@,N00583_female_60,False,o,r
fn001155_sentence-16.wav,4.227,4.287,0.06,o,k,l,N00583_female_60,False,o,oː
fn001155_sentence-16.wav,3.876,3.938,0.062,n,A,n,N00583_female_60,False,o,n
fn001155_sentence-16.wav,2.2,2.261,0.061,A,v,n,N00583_female_60,False,o,ɑ
fn001155_sentence-16.wav,2.677,2.739,0.062,I,b,n,N00583_female_60,False,o,ɪ
fn001155_sentence-16.wav,2.739,2.799,0.06,n,I,d,N00583_female_60,False,o,n
fn001155_sentence-16.wav,0.908,0.968,0.06,v,o,@,N00583_female_60,False,o,v
fn001155_sentence-16.wav,3.816,3.876,0.06,A,v,n,N00583_female_60,False,o,ɑ
fn001155_sentence-16.wav,3.572,3.633,0.061,i,Z,m,N00583_female_60,False,o,iː
fn001155_sentence-16.wav,0.351,0.411,0.06,r,O,t,N00583_female_60,False,o,r
fn001155_sentence-17.wav,2.891,2.952,0.061,m,r,s,N00583_female_60,False,o,m
fn001155_sentence-17.wav,1.123,1.194,0.071,i,n,l,N00583_female_60,False,o,iː
fn001155_sentence-17.wav,0.281,0.352,0.071,n,E+,a,N00583_female_60,False,o,n
fn001155_sentence-17.wav,1.377,1.427,0.05,@,x,t,N00583_female_60,False,o,ə
fn001155_sentence-17.wav,3.356,3.407,0.051,l,@,s,N00583_female_60,False,o,l
fn001155_sentence-17.wav,3.114,3.174,0.06,I,t,k,N00583_female_60,False,o,ɪ
fn001155_sentence-17.wav,0.514,0.565,0.051,n,a,d,N00583_female_60,False,o,n
fn001155_sentence-17.wav,2.345,2.406,0.061,l,e,d,N00583_female_60,False,o,l
fn001155_sentence-17.wav,1.981,2.062,0.081,d,@,o,N00583_female_60,False,o,d
fn001155_sentence-17.wav,1.651,1.722,0.071,k,O,@,N00583_female_60,False,o,k
fn001155_sentence-17.wav,0.778,0.829,0.051,w,t,E,N00583_female_60,False,o,ʋ
fn001155_sentence-17.wav,2.406,2.467,0.061,d,l,@,N00583_female_60,False,o,d
fn001155_sentence-17.wav,3.174,3.225,0.051,k,I,s,N00583_female_60,False,o,k
fn001155_sentence-17.wav,0.605,0.666,0.061,A,d,x,N00583_female_60,False,o,ɑ
fn001155_sentence-17.wav,1.499,1.56,0.061,r,t,O,N00583_female_60,False,o,r
fn001155_sentence-17.wav,2.765,2.841,0.076,A,@,r,N00583_female_60,False,o,ɑ
fn001155_sentence-17.wav,2.214,2.275,0.061,w,@,e,N00583_female_60,False,o,ʋ
fn001155_sentence-17.wav,2.537,2.588,0.051,@,r,G,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,1.672,1.733,0.061,d,@,u,N00583_female_60,False,o,d
fn001155_sentence-18.wav,2.722,2.803,0.081,k,Y,@,N00583_female_60,False,o,k
fn001155_sentence-18.wav,1.945,2.006,0.061,O,N,m,N00583_female_60,False,o,ɔ
fn001155_sentence-18.wav,2.228,2.288,0.06,l,@,O,N00583_female_60,False,o,l
fn001155_sentence-18.wav,2.167,2.228,0.061,@,z,l,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,2.642,2.722,0.08,Y,r,k,N00583_female_60,False,o,ʉ
fn001155_sentence-18.wav,2.51,2.581,0.071,@,t,r,N00583_female_60,False,o,ə
fn001155_sentence-18.wav,1.895,1.945,0.05,N,I,O,N00583_female_60,False,o,ŋ
fn001155_sentence-18.wav,1.44,1.491,0.051,E,m,@,N00583_female_60,False,o,ɛ
fn001155_sentence-18.wav,1.733,1.804,0.071,u,d,l,N00583_female_60,False,o,uː
fn001155_sentence-18.wav,0.855,0.915,0.06,r,t,E,N00583_female_60,False,o,r
fn001155_sentence-18.wav,0.915,0.976,0.061,E,r,k,N00583_female_60,False,o,ɛ
fn001155_sentence-18.wav,0.309,0.37,0.061,O,G,n,N00583_female_60,False,o,ɔ
fn001155_sentence-18.wav,0.542,0.612,0.07,a,r,n,N00583_female_60,False,o,aː
fn001155_sentence-19.wav,1.007,1.068,0.061,A,v,n,N00583_female_60,False,o,ɑ
fn001155_sentence-19.wav,0.431,0.502,0.071,I,z,x,N00583_female_60,False,o,ɪ
fn001155_sentence-19.wav,0.178,0.239,0.061,O,s,f,N00583_female_60,False,o,ɔ
fn001155_sentence-19.wav,3.096,3.157,0.061,n,A,t,N00583_female_60,False,o,n
fn001155_sentence-19.wav,1.128,1.189,0.061,z,n,E+,N00583_female_60,False,o,z
fn001155_sentence-19.wav,1.229,1.3,0.071,n,E+,E+,N00583_female_60,False,o,n
fn001155_sentence-19.wav,1.715,1.775,0.06,r,@,A,N00583_female_60,False,o,r
fn001155_sentence-19.wav,1.068,1.128,0.06,n,A,z,N00583_female_60,False,o,n
fn001155_sentence-19.wav,2.26,2.321,0.061,@,d,d,N00583_female_60,False,o,ə
fn001155_sentence-19.wav,2.2,2.26,0.06,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-19.wav,3.35,3.411,0.061,r,k,I,N00583_female_60,False,o,r
fn001155_sentence-19.wav,3.218,3.279,0.061,i,t,k,N00583_female_60,False,o,iː
fn001155_sentence-19.wav,3.847,3.908,0.061,l,n,O,N00583_female_60,False,o,l
fn001155_sentence-19.wav,2.954,3.005,0.051,@,d,A,N00583_female_60,False,o,ə
fn001155_sentence-19.wav,4.344,4.415,0.071,@,k,EOS,N00583_female_60,False,o,ə
fn001155_sentence-19.wav,3.796,3.847,0.051,n,O,l,N00583_female_60,False,o,n
fn001155_sentence-19.wav,2.894,2.954,0.06,d,n,@,N00583_female_60,False,o,d
fn001155_sentence-19.wav,2.735,2.792,0.057,v,t,A,N00583_female_60,False,o,v
fn001155_sentence-19.wav,2.382,2.452,0.07,i,d,n,N00583_female_60,False,o,iː
fn001155_sentence-2.wav,2.346,2.407,0.061,I,a,r,N00583_female_60,False,o,ɪ
fn001155_sentence-2.wav,4.075,4.126,0.051,@,t,b,N00583_female_60,False,o,ə
fn001155_sentence-2.wav,1.869,1.93,0.061,A,b,G,N00583_female_60,False,o,ɑ
fn001155_sentence-2.wav,2.092,2.163,0.071,A,d,t,N00583_female_60,False,o,ɑ
fn001155_sentence-2.wav,1.285,1.346,0.061,@,s,z,N00583_female_60,False,o,ə
fn001155_sentence-2.wav,5.789,5.849,0.06,m,@,a,N00583_female_60,False,o,m
fn001155_sentence-2.wav,0.859,0.919,0.06,r,i,a,N00583_female_60,False,o,r
fn001155_sentence-2.wav,3.944,4.005,0.061,m,E,t,N00583_female_60,False,o,m
fn001155_sentence-2.wav,2.995,3.056,0.061,O,S,k,N00583_female_60,False,o,ɔ
fn001155_sentence-2.wav,5.355,5.406,0.051,m,E+,t,N00583_female_60,False,o,m
fn001155_sentence-2.wav,5.476,5.537,0.061,@,t,t,N00583_female_60,False,o,ə
fn001155_sentence-2.wav,1.518,1.569,0.051,n,A,t,N00583_female_60,False,o,n
fn001155_sentence-2.wav,0.564,0.625,0.061,r,o,@,N00583_female_60,False,o,r
fn001155_sentence-2.wav,5.154,5.214,0.06,r,@,E+,N00583_female_60,False,o,r
fn001155_sentence-2.wav,3.208,3.269,0.061,@,t,s,N00583_female_60,False,o,ə
fn001155_sentence-2.wav,2.549,2.61,0.061,O,p,r,N00583_female_60,False,o,ɔ
fn001155_sentence-2.wav,0.24,0.291,0.051,h,l,E+,N00583_female_60,False,o,h
fn001155_sentence-2.wav,4.62,4.68,0.06,h,@,u,N00583_female_60,False,o,h
fn001155_sentence-2.wav,0.625,0.686,0.061,@,r,t,N00583_female_60,False,o,ə
fn001155_sentence-2.wav,2.031,2.092,0.061,d,G,A,N00583_female_60,False,o,d
fn001155_sentence-2.wav,1.635,1.701,0.066,n,t,a,N00583_female_60,False,o,n
fn001155_sentence-2.wav,5.739,5.789,0.05,@,l,m,N00583_female_60,False,o,ə
fn001155_sentence-2.wav,5.92,5.97,0.05,w,l,A,N00583_female_60,False,o,ʋ
fn001155_sentence-2.wav,4.126,4.186,0.06,b,@,I,N00583_female_60,False,o,b
fn001155_sentence-20.wav,5.08,5.141,0.061,@,t,r,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,3.645,3.715,0.07,@,r,n,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,1.093,1.163,0.07,n,Y,d,N00583_female_60,False,o,n
fn001155_sentence-20.wav,7.288,7.349,0.061,r,e,s,N00583_female_60,False,o,r
fn001155_sentence-20.wav,7.722,7.793,0.071,u,l,x,N00583_female_60,False,o,uː
fn001155_sentence-20.wav,3.463,3.544,0.081,m,f,a,N00583_female_60,False,o,m
fn001155_sentence-20.wav,0.385,0.445,0.06,h,@,A,N00583_female_60,False,o,h
fn001155_sentence-20.wav,0.85,0.911,0.061,n,@,k,N00583_female_60,False,o,n
fn001155_sentence-20.wav,1.032,1.093,0.061,Y,k,n,N00583_female_60,False,o,ʉ
fn001155_sentence-20.wav,2.585,2.645,0.06,@,d,d,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,8.036,8.087,0.051,E,m,@,N00583_female_60,False,o,ɛ
fn001155_sentence-20.wav,3.251,3.322,0.071,l,E,f,N00583_female_60,False,o,l
fn001155_sentence-20.wav,1.315,1.376,0.061,@,G,k,N00583_female_60,False,o,ə
fn001155_sentence-20.wav,1.244,1.315,0.071,G,@,@,N00583_female_60,False,o,ɣ
fn001155_sentence-20.wav,4.048,4.109,0.061,N,I,@,N00583_female_60,False,o,ŋ
fn001155_sentence-20.wav,3.594,3.645,0.051,r,a,@,N00583_female_60,False,o,r
fn001155_sentence-20.wav,8.957,9.018,0.061,r,x,O,N00583_female_60,False,o,r
fn001155_sentence-20.wav,0.192,0.253,0.061,r,a,d,N00583_female_60,False,o,r
fn001155_sentence-20.wav,1.437,1.497,0.06,l,k,e,N00583_female_60,False,o,l
fn001155_sentence-20.wav,4.109,4.17,0.061,@,N,r,N00583_female_60,False,o,ə
